sentence,label
"Argentinean representatives attend the Climate Change Summit in Peru","claim"
",","other"
"it's worth","other"
"looking at its poor environmental record","claim"
".","other"
"Average temperature in the southern region of Patagonia has increased one degree Celsius in the last 50 years","premise"
",","other"
"provoking the retreat of the largest glaciers in the region","premise"
".","other"
"During the same period, rains increased by 10 percent in the east","premise"
";","other"
"severe flooding in northeastern Argentina has been linked to the change in the use of the land and the deterioration of local ecosystems","claim"
".","other"
"In addition","other"
",","other"
"the country has suffered from increased sea levels, reduction in fresh water bodies, desertification, severe storms and tornadoes","premise"
".","other"
"Argentina has a rate of deforestation of 0.8 percent per year - twice that of the Amazon region, or about 26 hectares per hour","premise"
".","other"
"Despite	Modd-NU","other"
"the Forest Act coming into force in February 2009","other"
",","other"
"over one million hectares of native woods were destroyed between 2009 and 2012","premise"
".","other"
"The Forest Act budget for 2015 has been set at just 300 million pesos ($27m) instead of the 3.1 billion pesos ($364m)","premise"
"as","other"
"requested by environmental activists","other"
".","other"
"The national government has consistently failed","other"
"to properly fund the implementation of the Forest Act","other"
",","other"
"making","other"
"it completely ineffective","claim"
".","other"
"Local governments continue","other"
"to authorise the deforestation of protected woods at the request of local landowners","other"
",","other"
"generating a serious environmental impact, the displacement of indigenous and peasant populations and the persecution of environmental activists","claim"
".","other"
"While	Modd-NU","other"
"high temperatures continue","other"
"to push the consumption of electricity to record levels","claim"
"and","other"
"demand for electricity is set","other"
"to grow at an average of 5.5 percent per year","premise"
",","other"
"Argentina is far from","other"
"achieving","other"
"its target of 8 percent renewable energy generation by 2016","claim"
".","other"
"In 2013, investment for smaller scale hydro clean energy fell 70 percent from $2.7bn to just $153m","premise"
".","other"
"At the end of 2012, only 1.4 percent of all electricity produced was from renewable resources","premise"
".","other"
"Meanwhile in 2013, the Supreme Court lifted an embargo on Chevron's assets in Argentina","premise"
",","other"
"so","other"
"it could enter into an agreement","other"
"to exploit the shale gas site at Vaca Muerta, in the province of Neuquen","claim"
".","other"
"Chevron","other"
",","other"
"which has been condemned by courts in Ecuador for environmental damage","other"
",","other"
"has pledged $1.5bn","other"
"to develop it","premise"
".","other"
"Each of the 1,500 planned fracking wells will use up to 12 million litres of water","premise"
".","other"
"The Mapuche indigenous communities living nearby oppose the development","premise"
"as","other"
"it will increase contamination of their subterranean water supply","claim"
".","other"
"Argentina is the third largest producer of","other"
"soy after the US and Brazil, exporting practically all of its production to Europe and China and providing much needed revenue for the government at a time","other"
"when","other"
"it faces increased demands","other"
"to pay its external debts","premise"
".","other"
"The use of soy for biofuels has promoted deforestation","claim"
"and","other"
"its expansion has generated","other"
"enormous greenhouse gas emissions due to the loss of forest mass and the changes in the use of the land","claim"
".","other"
"Thanks to a reduction in the taxation of biofuel exports and other tax incentives, the production of biodiesel reached a historical record in September 2014","other"
",","other"
"totalling nearly 1.9m tonnes in the first nine months of 2014","premise"
".","other"
"In the last few years, the area for maize cultivation for biofuel has increased","premise"
".","other"
"Greenpeace points out","other"
"that corn-based bioethanol has an extremely poor energetic balance","premise"
",","other"
"while	Modd-NU","other"
"civil society organisations question","other"
"the use of agricultural land to produce","other"
"grains to feed machines rather than people","premise"
".","other"
"Still","other"
",","other"
"there are signs of hope","claim"
".","other"
"On December 3, the Argentinean Senate approved tax incentives for the generation of electricity from renewable energy sources","premise"
".","other"
"The Chamber of Deputies is likely","other"
"to make it law next year","claim"
".","other"
"But in light of Argentina's environmental record, there is clearly a lot of work yet","other"
"to be done and many","other"
"more laws and policies to be implemented","claim"
".","other"
"Armenia can't count on Russia any more.","other"
"For Armenia, its role as a reliable partner and ally of Russia has never faced any real challenge","claim"
".","other"
"Much of this reliance on Russia stems from essential security and economic concerns","claim"
".","other"
"Armenia's security reliance on Russia is driven by a virtual state of war with","other"
