title,full_text,category,source
A broken housing market is driving inequality right across Europe – and fuelling the far right | Kirsty Major,"<p>From Lisbon to Amsterdam, housing policy has led to haves and have-nots. But, as our new series uncovers, it doesn’t have to be this way</p><ul><li><p>In <a href=""https://www.theguardian.com/commentisfree/series/the-housing-crisis-in-europe"">this series</a>, writers discuss the causes of – and solutions to – the housing crisis in key European cities</p></li><li><p><a href=""https://www.theguardian.com/commentisfree/2025/jun/25/lisbon-europe-portugal-golden-visa-capital-investors-short-term-rentals"">How Lisbon became Europe’s least affordable city</a></p></li><li><p><a href=""https://www.theguardian.com/commentisfree/2025/jun/30/rents-amsterdam-affordable-newcomers-social-housing"">Are rents affordable in Amsterdam? Not if you are a newcomer</a></p></li></ul><p>Housing is as personal an issue as it gets. Homes are where we take refuge from the outside world, express ourselves, build relationships and families. To buy or rent a house is to project your aspirations and dreams on to bricks and mortar – can we see ourselves sitting outside in the sunshine on that patio? It can also be a deeply frustrating process – can we afford that house? For more and more of us, the answer is no.</p><p>Experienced at such an individual level, it’s easy to think that rising costs are a problem particular to your community, city or country. But unaffordable house prices and rents are a continent-wide issue. According to the European Parliament, from 2015 to 2023, in absolute terms, house prices in the EU <a href=""https://www.europarl.europa.eu/topics/en/article/20241014STO24542/rising-housing-costs-in-the-eu-the-facts-infographics"">rose by just under 50%</a> on average. From 2010 to 2022, rents rose by 18%.</p> <a href=""https://www.theguardian.com/commentisfree/2025/jun/26/broken-housing-market-inequality-europe-far-right"">Continue reading...</a>",opinion,opinion
Barcelona and Madrid have very different ideas on tackling Spain’s housing crisis. Which will succeed? | Jaime Palomera,"<p>While the country’s capital is loosening regulations, the Catalan city is strengthening social housing. Their outcomes will affect all our futures</p><p>In Spain, two cities face the same crisis, but are responding in fundamentally different ways. Over the past decade, the cost of housing in Madrid and Barcelona has soared – with rents rising by about <a href=""https://portaldades.ajuntament.barcelona.cat/en/statistics/5ibudgqbrb?view=chart&amp;chart=line-chart"">60%</a> and sale prices by <a href=""https://portaldades.ajuntament.barcelona.cat/en/statistics/bxtvnxvukh?view=chart&amp;chart=line-chart"">90%</a> – leaving young people, working families and retired people <a href=""https://idrabcn.com/en/publications/living-as-a-tenant-insecurity-guaranteed-by-law/"">struggling to stay</a> in their homes or even find one.</p><p>Yet, while one city is betting everything on construction and giving free rein to big investors, the other is cautiously trying to steer the housing market towards the public good, despite political and institutional constraints.</p><p>Jaime Palomera is a researcher on housing and inequality, author of The Hijacking of Housing, and co-founder of the Barcelona Urban Research Institute (IDRA) and the Tenants’ Union.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/22/barcelona-madrid-different-ideas-tackling-spain-housing-crisis"">Continue reading...</a>",opinion,opinion
Could Zurich’s housing cooperatives be the solution to the rest of Europe’s housing crisis? | Peter Apps,"<p>One in every five citizens in the city has bought a share in the company that built and owns their apartment block</p><p>• Peter Apps is a contributing editor at Inside Housing</p><p>Children zoom down a tunnel slide, as their parents watch on, sipping coffees and chatting amicably on the long benches in the middle of the courtyard.</p><p>They are surrounded by modern-looking housing developments – architecturally smart, medium-rise, expensive-looking in their design. This appears to be just another 21st-century development in a major city, a development that a builder has made a tidy profit out of, and flats that will have inevitably been snapped up by landlords and rented out at the highest market rate.</p><p>Peter Apps is a contributing editor at <a href=""https://www.insidehousing.co.uk/home"">Inside Housing</a> and the author of <a href=""https://www.theguardian.com/books/2022/nov/03/show-me-the-bodies-how-we-let-grenfell-happen-by-peter-apps-review-a-devastating-account-of-failure"">Show Me the Bodies: How We Let Grenfell Happen</a></p> <a href=""https://www.theguardian.com/commentisfree/2025/oct/23/switzerland-zurich-housing-cooperatives-europe-housing-crisis"">Continue reading...</a>",opinion,opinion
Vienna has been declared a renters’ utopia – here's why | Justin Kadi,"<p>Social housing makes up almost half of the city’s 1m homes. The system isn’t perfect, but it gets a lot of things right</p><p>When it comes to best-practice examples in the housing debate, Vienna is a common reference. Indeed, the Austrian capital features prominently in narratives about successful housing policies. An <a href=""https://www.theguardian.com/commentisfree/2023/may/07/vision-of-property-owning-democracy-still-achievable-but-not-in-britain"">article in the Observer</a> concluded that Vienna shows “decent homes for all” is not an impossible dream. And the New York Times even declared it “<a href=""https://www.nytimes.com/2023/05/23/magazine/vienna-social-housing.html"">a renters’ utopia</a>”.</p><p>A considerable part of the attraction of Vienna relates to its large social-housing stock. It accounts for <a href=""https://www.statistik.at/fileadmin/user_upload/Wohnen-2021.pdf"">some 43%</a> of the roughly 1m housing units in the city. About half of it is municipally owned council housing. The other half is provided and administered by limited-profit housing associations – an Austrian version of social housing providers that are permitted to make a small profit to finance their operations. Social housing is not just for those on low incomes, but also caters to middle- and even some upper-middle-class households.</p> <a href=""https://www.theguardian.com/commentisfree/2025/jul/10/housing-crisis-in-europe-vienna-renters-social-housing"">Continue reading...</a>",opinion,opinion
A lesson from Brazil – where gig workers have rallied against the right | Rodrigo Nunes,"<p>Rodrigo Nunes, a senior lecturer in political theory, explains how despite harsh economic conditions creating fertile ground for ‘entrepreneur culture’, resistance has sprung up among delivery drivers</p><p>On 1 April, Brazilian couriers organised a day of action in which thousands of workers engaged in pickets and protests in at least <a href=""https://www.brasildefato.com.br/2025/04/01/main-food-app-rejects-delivery-workers-demands-thousands-go-on-national-strike/"">60 cities</a>, with places such as São Paulo reporting a sharp drop in deliveries. While companies are yet to respond to the demands for better pay and conditions, the mobilisation was a clear step-up for a process of national organisation that began in 2020.</p><p>Between 2016 and 2021, the number of people working for delivery apps in Brazil <a href=""https://g1.globo.com/economia/noticia/2021/10/08/numero-de-trabalhadores-em-aplicativos-de-entrega-de-mercadorias-cresce-quase-1000percent-em-5-anos-aponta-ipea.ghtml"">rose by 979.8%</a>, with the number of delivery and passenger drivers in the sector now around 1.4 million. This boom coincides with the period in which the country finally felt the effects of the post-2008 recession. Economic decline, corruption and the <a href=""https://viewer.gutools.co.uk/news/2016/aug/31/dilma-rousseff-impeachment-brazil-what-you-need-to-know"">impeachment of the then president, Dilma Rousseff</a>, ended 13 years of successful left-leaning governments by the Workers’ party (PT). In the years that followed, a series of austerity measures and labour reforms were put in place, the political spectrum moved steadily to the right and the far-right libertarian politician Jair Bolsonaro was elected president in 2018.</p> <a href=""https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/25/brazil-right-precarious-workers-pay-conditions"">Continue reading...</a>",opinion,opinion
What can the global left learn from Mexico – where far-right politics hasn’t taken off? | Thomas Graham,"<p>Thomas Graham, a journalist based in Mexico City, explains how the leftwing governing party, Morena, has promoted social justice but diluted principle with pragmatism</p><p>If you were to summarise the 2024 election year, you might say: grim for incumbents, good for the far right. Yet Mexico bucked both trends. Its governing party, Morena, not only retained the presidency but – along with its <a href=""https://www.wilsoncenter.org/article/sigamos-haciendo-historia-explainer"">partners</a> in the Sigamos Haciendo Historia coalition – gained a two-thirds supermajority in the chamber of deputies, the lower house, while the far right failed to even run a candidate. That a self-described leftwing party could have such success by fixing on Mexico’s chasmic inequality has drawn attention from hopeful progressives worldwide. But Morena’s programme has some not-so-progressive elements too. It is not necessarily one others could – or would want to – copy in its entirety.</p><p>Morena first notched a historic result in 2018, when Andrés Manuel López Obrador, an old face of the left who ran for president twice before founding the party, won a record 55% of the vote during the general elections. Mexico’s constitution limits presidents to a single term. But this time, Claudia Sheinbaum, a close ally of López Obrador’s, <a href=""https://www.reuters.com/world/americas/mexicans-vote-election-seen-crowning-first-female-president-2024-06-02/"">won 60%</a> of the vote. Her victory was reminiscent of the heyday of Latin America’s “pink tide”, when leftist leaders like Hugo Chávez and Evo Morales were reelected for a second term with more votes than their initial victories.</p> <a href=""https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/18/how-to-beat-the-far-right-global-left-mexico-politics-morena"">Continue reading...</a>",opinion,opinion
"In Slovakia, our grassroots movement helped oust a neo-Nazi. We can do it again | Alexandra Bitušíková","<p>Professor Alexandra Bitušíková explains how face-to-face local activism was crucial in bringing down Marian Kotleba, leader of the People’s Party Our Slovakia</p><p>Having grown up in Banská Bystrica in totalitarian Czechoslovakia, I vividly remember standing in the city’s historic square a few days after 17 November 1989, the start<em> </em>of the <a href=""https://www.theguardian.com/world/gallery/2019/nov/16/czechoslovakias-velvet-revolution-1989-in-pictures"">Velvet Revolution</a>, holding candles in solidarity with the students protesting in Prague. Never would I have imagined that 35 years later, I would be speaking at a rally in the same square, this time urging the preservation of democracy.</p><p>Back then, when I was a young social anthropology academic at our local university, activism was far from my mind. But everything changed for me in 2013 when <a href=""https://www.theguardian.com/world/2019/feb/14/how-a-slovakian-neo-nazi-got-elected"">Marian Kotleba</a>, leader of the neo-Nazi People’s Party Our Slovakia, was elected as regional governor. The shock was enormous. No one I knew had believed that such an outcome was possible, yet it happened. Realising the dangers this posed, many like-minded individuals knew we couldn’t stand by idly.</p> <a href=""https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/11/in-slovakia-our-grassroots-movement-helped-oust-a-neo-nazi-we-can-do-it-again"">Continue reading...</a>",opinion,opinion
"What smashed the far right in east London? A playbook that said connect, connect, connect | Margaret Hodge","<p>Labour peer Margaret Hodge shares how the party tackled the rise of the British National party in Barking before the 2010 general election</p><p>Once again, the far right is advancing across Europe, emboldened by the outcome of the 2024 presidential election and the return of Donald Trump to the White House. To turn back extremism masquerading as populism, I believe there are lessons we can learn from our battle against the extreme right in Barking in 2010, when <a href=""https://www.theguardian.com/commentisfree/2010/may/07/barking-bnp-labour"">we crushed the BNP</a>.</p><p>The context is different. There was little social media before 2010; we hadn’t been through a pandemic; there was no major war in Europe and no serious challenge to a rules-based international order.</p> <a href=""https://www.theguardian.com/commentisfree/ng-interactive/2025/apr/04/bnp-east-london-local-politics-margaret-hodge"">Continue reading...</a>",opinion,opinion
Labour is living in a fool’s paradise if it thinks it has plenty of time to turn Britain around | Larry Elliott,"<p>Going into 2026, the economy has little forward momentum. And there’s the issue that things may get worse before they get better</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/24/labour-british-economy-2026-worse"">Continue reading...</a>",opinion,opinion
Let me tell you the good things the government has done in 2025 – because it certainly won’t | Polly Toynbee,"<p>It’s all there: more apprenticeships, more rights for workers and renters – and most of all, a focus on children. What a shame Labour wavers about saying so</p><p>Warning. This column contains good news, when it is an (un)truth widely acknowledged that only grim stories attract public attention. News must be something someone somewhere doesn’t want printed, says the old maxim. Well, battalions of interests want to suppress good news: the overwhelmingly Tory or Reform UK press and antisocial media sites don’t want any stories to surface that might do credit to a Labour government.</p><p>Among this deluge of disinformation and malevolence, when asked, a sour and disengaged electorate struggles to think of anything good this government has done. True, the prime minister and his cabinet are partly to blame for failing to tell their story, paint their picture, draw us a map of where they are going and why. They too often do good by stealth, afraid of what the right and business might say if they dare trumpet the strong social justice themes that drive most of what they do. But lay out what the government has done and there it is, plain as a pikestaff. There have been blunders, missteps, bad timing and wrongheaded manifesto pledges, but follow the money to define its identity. What has Labour raised from whom and how was it spent? That’s what historians will look for.</p><p>Polly Toynbee is a Guardian columnist</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/22/labour-2025-apprenticeships-workers-wages-price-rises-children"">Continue reading...</a>",opinion,opinion
When is a sausage not really a sausage? Ask the meat lobby | George Monbiot,"<p>European legislators may ban plant-based products from using the name to prevent ‘confusion’. Just don’t mention beef tomatoes or buffalo wings</p><p>Most of what you eat is sausages. I mean, if we’re going to get literal about it. Sausage derives from the Latin <em>salsicus</em>, which means “seasoned with salt”. You might think of a sausage as a simple thing, but on this reading it is everything and nothing, a Borgesian meta-concept that retreats as you approach it.</p><p>From another perspective, a sausage is an offal-filled intestine, or the macerated parts of an electrocuted or asphyxiated pig or other animal – generally parts that you wouldn’t knowingly eat – mixed with other ingredients that, in isolation, you might consider inedible. For some reason, it is seldom marketed as such.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/20/sausage-meat-lobby-europe-plant-based-name"">Continue reading...</a>",opinion,opinion
"At the dark end of a brutal year, I’m grateful to these heroes for showing us the light | Jonathan Freedland","<p>From the Bondi beach rescuers to the women taking on the police, great acts of courage offer hope even in the bleakest times</p><p>Some traditions are getting harder to maintain. Among them, my own custom of devoting the last column before Christmas to reasons to be hopeful. In recent years, amid war and bloodshed, that task has been especially challenging – and this week was no exception.</p><p>It began with the news from Bondi beach, where 15 people were gunned down and dozens more injured, most of them Jews celebrating the festival of Hanukah. That came just two-and-a-half months after <a href=""https://www.theguardian.com/uk-news/2025/oct/02/six-minutes-of-terror-how-manchester-synagogue-attack-unfolded"">the deadly attack on Heaton Park synagogue</a> in Manchester, on the holiest day of the Jewish calendar, Yom Kippur. To be a Jew at the end of 2025 is to fear that to gather together, whether at moments of joy or sorrow, is to take a mortal risk. That even to do relatively ordinary things together has become a matter of life and death.</p><p>Jonathan Freedland is a Guardian columnist and the author of <a href=""https://guardianbookshop.com/the-traitors-circle-9781399813679/"">The Traitors Circle</a>: the Rebels Against the Nazis and the Spy Who Betrayed Them</p><p><strong>Guardian newsroom: Year One of Trumpism: Is Britain Emulating the US?</strong><br />
 On Wednesday 21 January 2026, join Jonathan Freedland, Tania Branigan and Nick Lowles as they reflect on the first year of Donald Trump’s second presidency – and to ask if Britain could be set on the same path.<br />
 Book tickets<em> </em><a href=""https://www.theguardian.com/guardian-live-events/2025/oct/27/guardian-newsroom-is-britain-heading-the-way-of-trumps-america"">here</a> or at<a href=""https://www.theguardian.com/guardian-live-events/2025/oct/27/guardian-newsroom-is-britain-heading-the-way-of-trumps-america""> guardian.live</a></p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/19/year-heroes-light-palestinians-hamas-bondi-beach"">Continue reading...</a>",opinion,opinion
"Merry Christmas, Keir Starmer: despite everything, you’re still the best man for the job | Simon Jenkins","<p>Rumours of the prime minister’s demise are premature. Yes, the polls look bad – but these days they reflect little more than voters’ passing whims</p><p>Merry Christmas, Sir Keir, and a happy new year. Or as they say in Downing Street these days, make merry for tomorrow you may die. At your drinks for lobby correspondents last week there was reportedly one topic alone. How long had you to go: months, weeks, hours?</p><p>We all know bad news sells. Political reporters cannot handle prime ministers sleeping soundly at night. But the terminal gloom around Keir Starmer’s position is absurd. Not a morning passes without rivals being declared, and not an evening without the BBC’s Chris Mason dragged from his supper to stand in the cold. He just frowns and forecasts Armageddon.</p><p>Simon Jenkins is a Guardian columnist</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/19/merry-christmas-keir-starmer-prime-minister-polls"">Continue reading...</a>",opinion,opinion
"Finally, Labour is finding its nerve and getting Britain’s bad Brexit deal undone | Polly Toynbee","<p>Rejoining Erasmus should just be a first step – as the economic evidence piles up, the need for closer ties with Europe could not be clearer</p><p>Month by month, Labour is bringing us closer to Europe. This week, the UK announced it is rejoining the <a href=""https://www.theguardian.com/education/2025/dec/17/eu-erasmus-scheme-reopen-uk-students-first-time-since-brexit"">Erasmus+ youth exchange</a> programme. This will open the door beyond the many young people who attend university – its remit includes FE students, apprentices, and youth and school groups. A whoop of excitement <a href=""https://www.cypnow.co.uk/content/news/youth-sector-celebrates-uk-decision-to-rejoin-erasmus-eu-study-scheme"">greeted the announcement</a>, with opportunities for those involved in education, training, culture and sport, and a commitment to maximise take-up by disadvantaged young people. Widening experience, encouraging adventure: Erasmus+ may help cure Britain’s monolingual handicap and the catastrophic decline in language courses. Last year in the UK, less than <a href=""https://www.hepi.ac.uk/2025/07/31/new-report-shows-decline-in-formal-language-learning/#:~:text=More%20A%2DLevels%20in%20PE,on%20the%20issue%20was%20published"">3% of A-levels</a> were in languages.</p><p>This all eludes Europhobes such as Andrew Neil, <a href=""https://x.com/Secret_lake/status/2001585746931503461?s=20"">who posted</a> on X that “extra taxes now being inflicted on working people will be used to finance some ‘study’ in Barcelona for gap-year yahs from affluent families”.</p><p>Polly Toynbee is a Guardian columnist</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/19/labour-brexit-undone-finding-nerve-keir-starmer"">Continue reading...</a>",opinion,opinion
One of America’s Most Successful Experiments Is Coming to a Shuddering Halt,"Amid an astonishing wave of anti-Indian animus, Indian Americans are questioning their place in the country.",opinion,opinion
What Happens When Your Therapist Dies?,"People don’t like to think about their own mortality, but therapists owe it to their patients to make plans.",opinion,opinion
The Democratic Party Avoids a Reckoning,Readers fault Democrats for stalling a report on their 2024 failures. Also: A lawyer’s faith in freedom; a rabbi responds to JD Vance’s claim of a Christian nation.,opinion,opinion
"Forget Willpower. If You Want to Resist Temptation, You’ll Need Something Else.","Rather than try to resist temptation in the moment, many successful people arrange their lives to minimize the need for willpower in the first place.",opinion,opinion
"When A.I. Took My Job, I Bought a Chain Saw","I was now facing the same reality my working-class neighbors knew well: the world had changed, my work had all but disappeared, and still, the bills wouldn’t stop coming.",opinion,opinion
Opinionated Lists for an Overwhelming Year,"As the year drew to a close, we reached out to Opinion columnists and contributors for personal lists.",opinion,opinion
In Which I Try Valiantly to Cheer You Up,"OK, 2025 wasn’t the best year ever. But we’re arguably still in the best decade in the history of humanity.",opinion,opinion
I Love My Naturally Aging Face,"But when I see Demi Moore, 63, looking far younger than me at 48, I wonder if I should be figuring out a way to keep up.",opinion,opinion
Sal Khan: A.I. Will Displace Workers at a Scale Many Don’t Realize,Companies benefiting from A.I. should donate a small percentage of their profits to retrain the workers the tech will displace.,opinion,opinion
Should Colleges End Early Decision?,Readers respond to a guest essay arguing that it is an unfair “racket. Also: An attack on climate research and safety; the value of immigrants to America.,opinion,opinion
America’s Debt Problem Is Worse Than You’ve Heard,The size of the national debt matters. But so does who America’s lenders are — and that is changing.,opinion,opinion
This May Be Our Last Chance to Get It Right in Venezuela,"For the past decade, every administration in Washington has said Venezuela represents an extraordinary threat to the United States.",opinion,opinion
The Risks and Rewards of Christian Faith,"Readers reflect on a column by David French on religious belief. Also, A Trump order bullies states on A.I.",opinion,opinion
